Year,Region,Index,Source,CO2eq,Unit
2013,New Brunswick,2950,Provincial Inventory Total,14.24,Mt
2013,New Brunswick,2951,Oil and Gas,3.39,Mt
2013,New Brunswick,2952,Electricity,3.47,Mt
2013,New Brunswick,2953,Transport,3.79,Mt
2013,New Brunswick,2954,Heavy Industry,0.85,Mt
2013,New Brunswick,2955,Buildings,1.13,Mt
2013,New Brunswick,2956,Agriculture,0.53,Mt
2013,New Brunswick,2957,Waste,0.66,Mt
2013,New Brunswick,2958,"Light Manufacturing, Construction and Forest Resources",0.42,Mt
2013,Newfoundland and Labrador,2959,Provincial Inventory Total,9.93,Mt
2013,Newfoundland and Labrador,2960,Oil and Gas,2.51,Mt
2013,Newfoundland and Labrador,2961,Electricity,0.87,Mt
2013,Newfoundland and Labrador,2962,Transport,3.81,Mt
2013,Newfoundland and Labrador,2963,Heavy Industry,0.83,Mt
2013,Newfoundland and Labrador,2964,Buildings,0.98,Mt
2013,Newfoundland and Labrador,2965,Agriculture,0.11,Mt
2013,Newfoundland and Labrador,2966,Waste,0.63,Mt
2013,Newfoundland and Labrador,2967,"Light Manufacturing, Construction and Forest Resources",0.2,Mt
2013,Northwest Territories,2968,Territorial Inventory Total,1.57,Mt
2013,Northwest Territories,2969,Oil and Gas,0.03,Mt
2013,Northwest Territories,2970,Electricity,x,Mt
2013,Northwest Territories,2971,Transport,0.81,Mt
2013,Northwest Territories,2972,Heavy Industry,0.33,Mt
2013,Northwest Territories,2973,Buildings,0.29,Mt
2013,Northwest Territories,2974,Waste,0.04,Mt
2013,Northwest Territories,2975,"Light Manufacturing, Construction and Forest Resources",x,Mt
2013,Nova Scotia,2976,Provincial Inventory Total,18.18,Mt
2013,Nova Scotia,2977,Oil and Gas,1.33,Mt
2013,Nova Scotia,2978,Electricity,7.62,Mt
2013,Nova Scotia,2979,Transport,4.83,Mt
2013,Nova Scotia,2980,Heavy Industry,0.51,Mt
2013,Nova Scotia,2981,Buildings,2.38,Mt
2013,Nova Scotia,2982,Agriculture,0.44,Mt
2013,Nova Scotia,2983,Waste,0.58,Mt
2013,Nova Scotia,2984,Coal Production,0.1,Mt
2013,Nova Scotia,2985,"Light Manufacturing, Construction and Forest Resources",0.39,Mt
2013,Nunavut,2986,Territorial Inventory Total,0.7,Mt
2013,Nunavut,2987,Electricity,x,Mt
2013,Nunavut,2988,Transport,0.52,Mt
2013,Nunavut,2989,Heavy Industry,0.06,Mt
2013,Nunavut,2990,Buildings,0.01,Mt
2013,Nunavut,2991,Waste,0.03,Mt
2013,Nunavut,2992,"Light Manufacturing, Construction and Forest Resources",x,Mt
2013,Ontario,2993,Provincial Inventory Total,168.4,Mt
2013,Ontario,2994,Oil and Gas,9.6,Mt
2013,Ontario,2995,Electricity,9.19,Mt
2013,Ontario,2996,Transport,56.15,Mt
2013,Ontario,2997,Heavy Industry,29.36,Mt
2013,Ontario,2998,Buildings,35.45,Mt
2013,Ontario,2999,Agriculture,11.86,Mt
2013,Ontario,3000,Waste,7.73,Mt
2013,Ontario,3001,"Light Manufacturing, Construction and Forest Resources",9.06,Mt
2013,Prince Edward Island,3002,Provincial Inventory Total,1.65,Mt
2013,Prince Edward Island,3003,Oil and Gas,0,Mt
2013,Prince Edward Island,3004,Electricity,0,Mt
2013,Prince Edward Island,3005,Transport,0.71,Mt
2013,Prince Edward Island,3006,Heavy Industry,0.01,Mt
2013,Prince Edward Island,3007,Buildings,0.43,Mt
2013,Prince Edward Island,3008,Agriculture,0.29,Mt
2013,Prince Edward Island,3009,Waste,0.08,Mt
2013,Prince Edward Island,3010,"Light Manufacturing, Construction and Forest Resources",0.13,Mt
2013,Quebec,3011,Provincial Inventory Total,80.14,Mt
2013,Quebec,3012,Oil and Gas,2.5,Mt
2013,Quebec,3013,Electricity,0.43,Mt
2013,Quebec,3014,Transport,31.95,Mt
2013,Quebec,3015,Heavy Industry,17.45,Mt
2013,Quebec,3016,Buildings,9.39,Mt
2013,Quebec,3017,Agriculture,8.55,Mt
2013,Quebec,3018,Waste,4.87,Mt
2013,Quebec,3019,"Light Manufacturing, Construction and Forest Resources",5,Mt
2013,Saskatchewan,3020,Provincial Inventory Total,75.35,Mt
2013,Saskatchewan,3021,Oil and Gas,27.39,Mt
2013,Saskatchewan,3022,Electricity,13.64,Mt
2013,Saskatchewan,3023,Transport,10.47,Mt
2013,Saskatchewan,3024,Heavy Industry,3.74,Mt
2013,Saskatchewan,3025,Buildings,3.34,Mt
2013,Saskatchewan,3026,Agriculture,14.7,Mt
2013,Saskatchewan,3027,Waste,1.36,Mt
2013,Saskatchewan,3028,Coal Production,0.03,Mt
2013,Saskatchewan,3029,"Light Manufacturing, Construction and Forest Resources",0.68,Mt
2013,Yukon,3030,Territorial Inventory Total,0.6,Mt
2013,Yukon,3031,Oil and Gas,0,Mt
2013,Yukon,3032,Electricity,0.02,Mt
2013,Yukon,3033,Transport,0.43,Mt
2013,Yukon,3034,Heavy Industry,0.02,Mt
2013,Yukon,3035,Buildings,0.09,Mt
2013,Yukon,3036,Waste,0.03,Mt
2013,Yukon,3037,"Light Manufacturing, Construction and Forest Resources",0.02,Mt
2014,Alberta,3038,Provincial Inventory Total,283.18,Mt
2014,Alberta,3039,Oil and Gas,140.51,Mt
2014,Alberta,3040,Electricity,44.33,Mt
2014,Alberta,3041,Transport,32.68,Mt
2014,Alberta,3042,Heavy Industry,18.82,Mt
2014,Alberta,3043,Buildings,18.83,Mt
2014,Alberta,3044,Agriculture,19.47,Mt
2014,Alberta,3045,Waste,4.9,Mt
2014,Alberta,3046,Coal Production,0.48,Mt
2014,Alberta,3047,"Light Manufacturing, Construction and Forest Resources",3.16,Mt
2014,British Columbia,3048,Provincial Inventory Total,60.2,Mt
2014,British Columbia,3049,Oil and Gas,14.01,Mt
2014,British Columbia,3050,Electricity,0.29,Mt
2014,British Columbia,3051,Transport,22.05,Mt
2014,British Columbia,3052,Heavy Industry,5.63,Mt
2014,British Columbia,3053,Buildings,7.77,Mt
2014,British Columbia,3054,Agriculture,2.52,Mt
2014,British Columbia,3055,Waste,3.85,Mt
2014,British Columbia,3056,Coal Production,1.86,Mt
2014,British Columbia,3057,"Light Manufacturing, Construction and Forest Resources",2.21,Mt
2014,Canada,3058,National Inventory Total,729.6,Mt
2014,Canada,3059,Oil and Gas,204.53,Mt
2014,Canada,3060,Electricity,76.28,Mt
2014,Canada,3061,Transport,171.46,Mt
2014,Canada,3062,Heavy Industry,79.37,Mt
2014,Canada,3063,Buildings,84.86,Mt
2014,Canada,3064,Agriculture,63.77,Mt
2014,Canada,3065,Waste,25.95,Mt
2014,Canada,3066,Coal Production,2.38,Mt
2014,Canada,3067,"Light Manufacturing, Construction and Forest Resources",21,Mt
2014,Manitoba,3068,Provincial Inventory Total,21.34,Mt
2014,Manitoba,3069,Oil and Gas,1.22,Mt
2014,Manitoba,3070,Electricity,0.13,Mt
2014,Manitoba,3071,Transport,7.15,Mt
2014,Manitoba,3072,Heavy Industry,1.21,Mt
2014,Manitoba,3073,Buildings,2.93,Mt
2014,Manitoba,3074,Agriculture,6.49,Mt
2014,Manitoba,3075,Waste,1.4,Mt
2014,Manitoba,3076,"Light Manufacturing, Construction and Forest Resources",0.82,Mt
2014,New Brunswick,3077,Provincial Inventory Total,13.69,Mt
2014,New Brunswick,3078,Oil and Gas,2.97,Mt
2014,New Brunswick,3079,Electricity,3.75,Mt
2014,New Brunswick,3080,Transport,3.47,Mt
2014,New Brunswick,3081,Heavy Industry,0.71,Mt
2014,New Brunswick,3082,Buildings,1.25,Mt
2014,New Brunswick,3083,Agriculture,0.53,Mt
2014,New Brunswick,3084,Waste,0.67,Mt
2014,New Brunswick,3085,"Light Manufacturing, Construction and Forest Resources",0.34,Mt
2014,Newfoundland and Labrador,3086,Provincial Inventory Total,10.91,Mt
2014,Newfoundland and Labrador,3087,Oil and Gas,2.64,Mt
2014,Newfoundland and Labrador,3088,Electricity,1.21,Mt
2014,Newfoundland and Labrador,3089,Transport,4.14,Mt
2014,Newfoundland and Labrador,3090,Heavy Industry,0.86,Mt
2014,Newfoundland and Labrador,3091,Buildings,1.12,Mt
2014,Newfoundland and Labrador,3092,Agriculture,0.11,Mt
2014,Newfoundland and Labrador,3093,Waste,0.63,Mt
2014,Newfoundland and Labrador,3094,"Light Manufacturing, Construction and Forest Resources",0.22,Mt
2014,Northwest Territories,3095,Territorial Inventory Total,1.54,Mt
2014,Northwest Territories,3096,Oil and Gas,0.03,Mt
2014,Northwest Territories,3097,Electricity,x,Mt
2014,Northwest Territories,3098,Transport,0.75,Mt
2014,Northwest Territories,3099,Heavy Industry,0.32,Mt
2014,Northwest Territories,3100,Buildings,0.3,Mt
2014,Northwest Territories,3101,Waste,0.04,Mt
2014,Northwest Territories,3102,"Light Manufacturing, Construction and Forest Resources",x,Mt
2014,Nova Scotia,3103,Provincial Inventory Total,16.42,Mt
2014,Nova Scotia,3104,Oil and Gas,0.82,Mt
2014,Nova Scotia,3105,Electricity,7.24,Mt
2014,Nova Scotia,3106,Transport,4.39,Mt
2014,Nova Scotia,3107,Heavy Industry,0.46,Mt
2014,Nova Scotia,3108,Buildings,2.09,Mt
2014,Nova Scotia,3109,Agriculture,0.42,Mt
2014,Nova Scotia,3110,Waste,0.59,Mt
2014,Nova Scotia,3111,Coal Production,0.01,Mt
2014,Nova Scotia,3112,"Light Manufacturing, Construction and Forest Resources",0.4,Mt
2014,Nunavut,3113,Territorial Inventory Total,0.7,Mt
2014,Nunavut,3114,Electricity,x,Mt
2014,Nunavut,3115,Transport,0.49,Mt
2014,Nunavut,3116,Heavy Industry,0.05,Mt
2014,Nunavut,3117,Buildings,0.01,Mt
2014,Nunavut,3118,Waste,0.03,Mt
2014,Nunavut,3119,"Light Manufacturing, Construction and Forest Resources",x,Mt
2014,Ontario,3120,Provincial Inventory Total,164.12,Mt
2014,Ontario,3121,Oil and Gas,10.07,Mt
2014,Ontario,3122,Electricity,5.04,Mt
2014,Ontario,3123,Transport,54.35,Mt
2014,Ontario,3124,Heavy Industry,30.48,Mt
2014,Ontario,3125,Buildings,36.96,Mt
2014,Ontario,3126,Agriculture,11.21,Mt
2014,Ontario,3127,Waste,7.39,Mt
2014,Ontario,3128,"Light Manufacturing, Construction and Forest Resources",8.62,Mt
2014,Prince Edward Island,3129,Provincial Inventory Total,1.6,Mt
2014,Prince Edward Island,3130,Oil and Gas,0,Mt
2014,Prince Edward Island,3131,Electricity,0,Mt
2014,Prince Edward Island,3132,Transport,0.71,Mt
2014,Prince Edward Island,3133,Heavy Industry,0.01,Mt
2014,Prince Edward Island,3134,Buildings,0.39,Mt
2014,Prince Edward Island,3135,Agriculture,0.31,Mt
2014,Prince Edward Island,3136,Waste,0.08,Mt
2014,Prince Edward Island,3137,"Light Manufacturing, Construction and Forest Resources",0.09,Mt
2014,Quebec,3138,Provincial Inventory Total,77.98,Mt
2014,Quebec,3139,Oil and Gas,2.49,Mt
2014,Quebec,3140,Electricity,0.26,Mt
2014,Quebec,3141,Transport,30.45,Mt
2014,Quebec,3142,Heavy Industry,17.37,Mt
2014,Quebec,3143,Buildings,9.82,Mt
2014,Quebec,3144,Agriculture,8.41,Mt
2014,Quebec,3145,Waste,4.98,Mt
2014,Quebec,3146,"Light Manufacturing, Construction and Forest Resources",4.2,Mt
2014,Saskatchewan,3147,Provincial Inventory Total,77.42,Mt
2014,Saskatchewan,3148,Oil and Gas,29.77,Mt
2014,Saskatchewan,3149,Electricity,13.79,Mt
2014,Saskatchewan,3150,Transport,10.46,Mt
2014,Saskatchewan,3151,Heavy Industry,3.44,Mt
2014,Saskatchewan,3152,Buildings,3.36,Mt
2014,Saskatchewan,3153,Agriculture,14.29,Mt
2014,Saskatchewan,3154,Waste,1.37,Mt
2014,Saskatchewan,3155,Coal Production,0.03,Mt
2014,Saskatchewan,3156,"Light Manufacturing, Construction and Forest Resources",0.9,Mt
2014,Yukon,3157,Territorial Inventory Total,0.5,Mt
2014,Yukon,3158,Oil and Gas,0,Mt
2014,Yukon,3159,Electricity,0.02,Mt
2014,Yukon,3160,Transport,0.38,Mt
2014,Yukon,3161,Heavy Industry,0.02,Mt
2014,Yukon,3162,Buildings,0.04,Mt
2014,Yukon,3163,Waste,0.03,Mt
2014,Yukon,3164,"Light Manufacturing, Construction and Forest Resources",0.02,Mt
2015,Alberta,3165,Provincial Inventory Total,284.29,Mt
2015,Alberta,3166,Oil and Gas,141.55,Mt
2015,Alberta,3167,Electricity,46.36,Mt
2015,Alberta,3168,Transport,30.7,Mt
2015,Alberta,3169,Heavy Industry,18.82,Mt
2015,Alberta,3170,Buildings,18.82,Mt
2015,Alberta,3171,Agriculture,19.4,Mt
2015,Alberta,3172,Waste,5.07,Mt
2015,Alberta,3173,Coal Production,0.59,Mt
2015,Alberta,3174,"Light Manufacturing, Construction and Forest Resources",2.97,Mt
2015,British Columbia,3175,Provincial Inventory Total,60.05,Mt
2015,British Columbia,3176,Oil and Gas,13.84,Mt
2015,British Columbia,3177,Electricity,0.25,Mt
2015,British Columbia,3178,Transport,22.58,Mt
2015,British Columbia,3179,Heavy Industry,5.71,Mt
2015,British Columbia,3180,Buildings,7.29,Mt
2015,British Columbia,3181,Agriculture,2.61,Mt
2015,British Columbia,3182,Waste,3.76,Mt
2015,British Columbia,3183,Coal Production,1.63,Mt
2015,British Columbia,3184,"Light Manufacturing, Construction and Forest Resources",2.37,Mt
2015,Canada,3185,National Inventory Total,732.54,Mt
2015,Canada,3186,Oil and Gas,204.81,Mt
2015,Canada,3187,Electricity,79.68,Mt
2015,Canada,3188,Transport,172.06,Mt
2015,Canada,3189,Heavy Industry,77.77,Mt
2015,Canada,3190,Buildings,83.82,Mt
2015,Canada,3191,Agriculture,64.65,Mt
2015,Canada,3192,Waste,26.2,Mt
2015,Canada,3193,Coal Production,2.27,Mt
2015,Canada,3194,"Light Manufacturing, Construction and Forest Resources",21.28,Mt
2015,Manitoba,3195,Provincial Inventory Total,21.06,Mt
2015,Manitoba,3196,Oil and Gas,1.22,Mt
2015,Manitoba,3197,Electricity,0.13,Mt
2015,Manitoba,3198,Transport,6.76,Mt
2015,Manitoba,3199,Heavy Industry,1.27,Mt
2015,Manitoba,3200,Buildings,2.61,Mt
2015,Manitoba,3201,Agriculture,6.64,Mt
2015,Manitoba,3202,Waste,1.41,Mt
2015,Manitoba,3203,"Light Manufacturing, Construction and Forest Resources",1.04,Mt
2015,New Brunswick,3204,Provincial Inventory Total,14.04,Mt
2015,New Brunswick,3205,Oil and Gas,2.82,Mt
2015,New Brunswick,3206,Electricity,3.85,Mt
2015,New Brunswick,3207,Transport,3.78,Mt
2015,New Brunswick,3208,Heavy Industry,0.74,Mt
2015,New Brunswick,3209,Buildings,1.42,Mt
2015,New Brunswick,3210,Agriculture,0.44,Mt
2015,New Brunswick,3211,Waste,0.65,Mt
2015,New Brunswick,3212,"Light Manufacturing, Construction and Forest Resources",0.35,Mt
2015,Newfoundland and Labrador,3213,Provincial Inventory Total,11,Mt
2015,Newfoundland and Labrador,3214,Oil and Gas,2.56,Mt
2015,Newfoundland and Labrador,3215,Electricity,1.34,Mt
2015,Newfoundland and Labrador,3216,Transport,4.26,Mt
2015,Newfoundland and Labrador,3217,Heavy Industry,0.79,Mt
2015,Newfoundland and Labrador,3218,Buildings,1.02,Mt
2015,Newfoundland and Labrador,3219,Agriculture,0.1,Mt
2015,Newfoundland and Labrador,3220,Waste,0.63,Mt
2015,Newfoundland and Labrador,3221,"Light Manufacturing, Construction and Forest Resources",0.3,Mt
2015,Northwest Territories,3222,Territorial Inventory Total,1.57,Mt
2015,Northwest Territories,3223,Oil and Gas,0.02,Mt
2015,Northwest Territories,3224,Electricity,x,Mt
2015,Northwest Territories,3225,Transport,0.74,Mt
2015,Northwest Territories,3226,Heavy Industry,0.33,Mt
2015,Northwest Territories,3227,Buildings,0.3,Mt
2015,Northwest Territories,3228,Waste,0.04,Mt
2015,Northwest Territories,3229,"Light Manufacturing, Construction and Forest Resources",x,Mt
2015,Nova Scotia,3230,Provincial Inventory Total,16.58,Mt
2015,Nova Scotia,3231,Oil and Gas,0.63,Mt
2015,Nova Scotia,3232,Electricity,7.02,Mt
2015,Nova Scotia,3233,Transport,4.88,Mt
2015,Nova Scotia,3234,Heavy Industry,0.52,Mt
2015,Nova Scotia,3235,Buildings,2.24,Mt
2015,Nova Scotia,3236,Agriculture,0.41,Mt
2015,Nova Scotia,3237,Waste,0.54,Mt
2015,Nova Scotia,3238,Coal Production,0.01,Mt
2015,Nova Scotia,3239,"Light Manufacturing, Construction and Forest Resources",0.34,Mt
2015,Nunavut,3240,Territorial Inventory Total,0.65,Mt
2015,Nunavut,3241,Electricity,x,Mt
2015,Nunavut,3242,Transport,0.45,Mt
2015,Nunavut,3243,Heavy Industry,0.04,Mt
2015,Nunavut,3244,Buildings,0.01,Mt
2015,Nunavut,3245,Waste,0.03,Mt
2015,Nunavut,3246,"Light Manufacturing, Construction and Forest Resources",x,Mt
2015,Ontario,3247,Provincial Inventory Total,163.6,Mt
2015,Ontario,3248,Oil and Gas,9.58,Mt
2015,Ontario,3249,Electricity,5.43,Mt
2015,Ontario,3250,Transport,55.07,Mt
2015,Ontario,3251,Heavy Industry,29.45,Mt
2015,Ontario,3252,Buildings,36.54,Mt
2015,Ontario,3253,Agriculture,11.29,Mt
2015,Ontario,3254,Waste,7.26,Mt
2015,Ontario,3255,"Light Manufacturing, Construction and Forest Resources",8.98,Mt
2015,Prince Edward Island,3256,Provincial Inventory Total,1.56,Mt
2015,Prince Edward Island,3257,Oil and Gas,0,Mt
2015,Prince Edward Island,3258,Electricity,0.01,Mt
2015,Prince Edward Island,3259,Transport,0.74,Mt
2015,Prince Edward Island,3260,Heavy Industry,0.01,Mt
2015,Prince Edward Island,3261,Buildings,0.34,Mt
2015,Prince Edward Island,3262,Agriculture,0.3,Mt
2015,Prince Edward Island,3263,Waste,0.08,Mt
2015,Prince Edward Island,3264,"Light Manufacturing, Construction and Forest Resources",0.08,Mt
2015,Quebec,3265,Provincial Inventory Total,78.51,Mt
2015,Quebec,3266,Oil and Gas,2.63,Mt
2015,Quebec,3267,Electricity,0.28,Mt
2015,Quebec,3268,Transport,30.85,Mt
2015,Quebec,3269,Heavy Industry,16.59,Mt
2015,Quebec,3270,Buildings,10.01,Mt
2015,Quebec,3271,Agriculture,8.84,Mt
2015,Quebec,3272,Waste,5.34,Mt
2015,Quebec,3273,"Light Manufacturing, Construction and Forest Resources",3.97,Mt
2015,Saskatchewan,3274,Provincial Inventory Total,79.11,Mt
2015,Saskatchewan,3275,Oil and Gas,29.96,Mt
2015,Saskatchewan,3276,Electricity,14.76,Mt
2015,Saskatchewan,3277,Transport,10.85,Mt
2015,Saskatchewan,3278,Heavy Industry,3.49,Mt
2015,Saskatchewan,3279,Buildings,3.18,Mt
2015,Saskatchewan,3280,Agriculture,14.63,Mt
2015,Saskatchewan,3281,Waste,1.36,Mt
2015,Saskatchewan,3282,Coal Production,0.03,Mt
2015,Saskatchewan,3283,"Light Manufacturing, Construction and Forest Resources",0.84,Mt
2015,Yukon,3284,Territorial Inventory Total,0.53,Mt
2015,Yukon,3285,Oil and Gas,0,Mt
2015,Yukon,3286,Electricity,0.02,Mt
2015,Yukon,3287,Transport,0.4,Mt
2015,Yukon,3288,Heavy Industry,0.02,Mt
2015,Yukon,3289,Buildings,0.04,Mt
2015,Yukon,3290,Waste,0.03,Mt
2015,Yukon,3291,"Light Manufacturing, Construction and Forest Resources",0.02,Mt
2016,Alberta,3292,Provincial Inventory Total,268.16,Mt
2016,Alberta,3293,Oil and Gas,134.03,Mt
2016,Alberta,3294,Electricity,41.6,Mt
2016,Alberta,3295,Transport,29.8,Mt
2016,Alberta,3296,Heavy Industry,17.33,Mt
2016,Alberta,3297,Buildings,17.77,Mt
2016,Alberta,3298,Agriculture,18.97,Mt
2016,Alberta,3299,Waste,5.02,Mt
2016,Alberta,3300,Coal Production,0.56,Mt
2016,Alberta,3301,"Light Manufacturing, Construction and Forest Resources",3.09,Mt
2016,British Columbia,3302,Provincial Inventory Total,62.43,Mt
2016,British Columbia,3303,Oil and Gas,13.57,Mt
2016,British Columbia,3304,Electricity,0.44,Mt
2016,British Columbia,3305,Transport,23.69,Mt
2016,British Columbia,3306,Heavy Industry,6.23,Mt
2016,British Columbia,3307,Buildings,7.83,Mt
2016,British Columbia,3308,Agriculture,2.84,Mt
2016,British Columbia,3309,Waste,3.63,Mt
2016,British Columbia,3310,Coal Production,1.83,Mt
2016,British Columbia,3311,"Light Manufacturing, Construction and Forest Resources",2.38,Mt
2016,Canada,3312,National Inventory Total,715.09,Mt
2016,Canada,3313,Oil and Gas,194.36,Mt
2016,Canada,3314,Electricity,74.27,Mt
2016,Canada,3315,Transport,173.47,Mt
2016,Canada,3316,Heavy Industry,76.29,Mt
2016,Canada,3317,Buildings,82.24,Mt
2016,Canada,3318,Agriculture,64.94,Mt
2016,Canada,3319,Waste,26.26,Mt
2016,Canada,3320,Coal Production,2.44,Mt
2016,Canada,3321,"Light Manufacturing, Construction and Forest Resources",20.82,Mt
2016,Manitoba,3322,Provincial Inventory Total,21.3,Mt
2016,Manitoba,3323,Oil and Gas,1.1,Mt
2016,Manitoba,3324,Electricity,0.07,Mt
2016,Manitoba,3325,Transport,6.95,Mt
2016,Manitoba,3326,Heavy Industry,1.33,Mt
2016,Manitoba,3327,Buildings,2.62,Mt
2016,Manitoba,3328,Agriculture,6.74,Mt
2016,Manitoba,3329,Waste,1.42,Mt
2016,Manitoba,3330,"Light Manufacturing, Construction and Forest Resources",1.06,Mt
2016,New Brunswick,3331,Provincial Inventory Total,14.84,Mt
2016,New Brunswick,3332,Oil and Gas,3.07,Mt
2016,New Brunswick,3333,Electricity,4.17,Mt
2016,New Brunswick,3334,Transport,4.14,Mt
2016,New Brunswick,3335,Heavy Industry,0.79,Mt
2016,New Brunswick,3336,Buildings,1.25,Mt
2016,New Brunswick,3337,Agriculture,0.49,Mt
2016,New Brunswick,3338,Waste,0.61,Mt
2016,New Brunswick,3339,"Light Manufacturing, Construction and Forest Resources",0.31,Mt
2016,Newfoundland and Labrador,3340,Provincial Inventory Total,11.21,Mt
2016,Newfoundland and Labrador,3341,Oil and Gas,2.85,Mt
2016,Newfoundland and Labrador,3342,Electricity,1.53,Mt
2016,Newfoundland and Labrador,3343,Transport,4.25,Mt
2016,Newfoundland and Labrador,3344,Heavy Industry,0.47,Mt
2016,Newfoundland and Labrador,3345,Buildings,1.04,Mt
2016,Newfoundland and Labrador,3346,Agriculture,0.1,Mt
2016,Newfoundland and Labrador,3347,Waste,0.65,Mt
2016,Newfoundland and Labrador,3348,"Light Manufacturing, Construction and Forest Resources",0.32,Mt
2016,Northwest Territories,3349,Territorial Inventory Total,1.5,Mt
2016,Northwest Territories,3350,Oil and Gas,0.03,Mt
2016,Northwest Territories,3351,Electricity,x,Mt
2016,Northwest Territories,3352,Transport,0.74,Mt
2016,Northwest Territories,3353,Heavy Industry,0.31,Mt
2016,Northwest Territories,3354,Buildings,0.28,Mt
2016,Northwest Territories,3355,Waste,0.04,Mt
2016,Northwest Territories,3356,"Light Manufacturing, Construction and Forest Resources",x,Mt
2016,Nova Scotia,3357,Provincial Inventory Total,15.44,Mt
2016,Nova Scotia,3358,Oil and Gas,0.47,Mt
2016,Nova Scotia,3359,Electricity,6.42,Mt
2016,Nova Scotia,3360,Transport,4.86,Mt
2016,Nova Scotia,3361,Heavy Industry,0.48,Mt
2016,Nova Scotia,3362,Buildings,1.89,Mt
2016,Nova Scotia,3363,Agriculture,0.39,Mt
2016,Nova Scotia,3364,Waste,0.57,Mt
2016,Nova Scotia,3365,Coal Production,0.02,Mt
2016,Nova Scotia,3366,"Light Manufacturing, Construction and Forest Resources",0.34,Mt
2016,Nunavut,3367,Territorial Inventory Total,0.74,Mt
2016,Nunavut,3368,Electricity,x,Mt
2016,Nunavut,3369,Transport,0.51,Mt
2016,Nunavut,3370,Heavy Industry,0.05,Mt
2016,Nunavut,3371,Buildings,0.01,Mt
2016,Nunavut,3372,Waste,0.03,Mt
2016,Nunavut,3373,"Light Manufacturing, Construction and Forest Resources",x,Mt
2016,Ontario,3374,Provincial Inventory Total,162.39,Mt
2016,Ontario,3375,Oil and Gas,9.18,Mt
2016,Ontario,3376,Electricity,4.83,Mt
2016,Ontario,3377,Transport,55.07,Mt
2016,Ontario,3378,Heavy Industry,30.59,Mt
2016,Ontario,3379,Buildings,35.63,Mt
2016,Ontario,3380,Agriculture,11.55,Mt
2016,Ontario,3381,Waste,7.05,Mt
2016,Ontario,3382,"Light Manufacturing, Construction and Forest Resources",8.5,Mt
2016,Prince Edward Island,3383,Provincial Inventory Total,1.61,Mt
2016,Prince Edward Island,3384,Oil and Gas,0,Mt
2016,Prince Edward Island,3385,Electricity,0,Mt
2016,Prince Edward Island,3386,Transport,0.77,Mt
2016,Prince Edward Island,3387,Heavy Industry,0.01,Mt
2016,Prince Edward Island,3388,Buildings,0.32,Mt
2016,Prince Edward Island,3389,Agriculture,0.33,Mt
2016,Prince Edward Island,3390,Waste,0.08,Mt
2016,Prince Edward Island,3391,"Light Manufacturing, Construction and Forest Resources",0.09,Mt
2016,Quebec,3392,Provincial Inventory Total,78.15,Mt
2016,Quebec,3393,Oil and Gas,2.22,Mt
2016,Quebec,3394,Electricity,0.31,Mt
2016,Quebec,3395,Transport,31.51,Mt
2016,Quebec,3396,Heavy Industry,15.31,Mt
2016,Quebec,3397,Buildings,10.18,Mt
2016,Quebec,3398,Agriculture,8.84,Mt
2016,Quebec,3399,Waste,5.76,Mt
2016,Quebec,3400,"Light Manufacturing, Construction and Forest Resources",4.01,Mt
2016,Saskatchewan,3401,Provincial Inventory Total,76.81,Mt
2016,Saskatchewan,3402,Oil and Gas,27.85,Mt
2016,Saskatchewan,3403,Electricity,14.67,Mt
2016,Saskatchewan,3404,Transport,10.77,Mt
2016,Saskatchewan,3405,Heavy Industry,3.38,Mt
2016,Saskatchewan,3406,Buildings,3.38,Mt
2016,Saskatchewan,3407,Agriculture,14.7,Mt
2016,Saskatchewan,3408,Waste,1.36,Mt
2016,Saskatchewan,3409,Coal Production,0.03,Mt
2016,Saskatchewan,3410,"Light Manufacturing, Construction and Forest Resources",0.68,Mt
2016,Yukon,3411,Territorial Inventory Total,0.53,Mt
2016,Yukon,3412,Oil and Gas,0,Mt
2016,Yukon,3413,Electricity,0.02,Mt
2016,Yukon,3414,Transport,0.4,Mt
2016,Yukon,3415,Heavy Industry,0.02,Mt
2016,Yukon,3416,Buildings,0.04,Mt
2016,Yukon,3417,Agriculture,0,Mt
2016,Yukon,3418,Waste,0.03,Mt
2016,Yukon,3419,"Light Manufacturing, Construction and Forest Resources",0.02,Mt
2017,Alberta,3420,Provincial Inventory Total,275.82,Mt
2017,Alberta,3421,Oil and Gas,138.06,Mt
2017,Alberta,3422,Electricity,42.47,Mt
2017,Alberta,3423,Transport,31.5,Mt
2017,Alberta,3424,Heavy Industry,16.88,Mt
2017,Alberta,3425,Buildings,20.09,Mt
2017,Alberta,3426,Agriculture,18.51,Mt
2017,Alberta,3427,Waste,5.06,Mt
2017,Alberta,3428,Coal Production,0.41,Mt
2017,Alberta,3429,"Light Manufacturing, Construction and Forest Resources",2.84,Mt
2017,British Columbia,3430,Provincial Inventory Total,63.41,Mt
2017,British Columbia,3431,Oil and Gas,13.59,Mt
2017,British Columbia,3432,Electricity,0.38,Mt
2017,British Columbia,3433,Transport,24.21,Mt
2017,British Columbia,3434,Heavy Industry,6.33,Mt
2017,British Columbia,3435,Buildings,8.34,Mt
2017,British Columbia,3436,Agriculture,2.82,Mt
2017,British Columbia,3437,Waste,3.55,Mt
2017,British Columbia,3438,Coal Production,1.7,Mt
